dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,49.829682,39.151725,47.426793,19.806974,-78.591358,0.000000,0.000000
0.020000,50.194385,39.151725,47.791496,18.235147,-78.591358,0.000000,0.000000
0.020000,50.527651,39.151725,48.124762,16.663320,-78.591358,-0.000000,0.000000
0.020000,50.829481,39.151725,48.426592,15.091493,-78.591358,0.000000,0.000000
0.020000,51.099874,39.151725,48.696986,13.519665,-78.591358,0.000000,0.000000
0.020000,51.338831,39.151725,48.935942,11.947838,-78.591358,0.000000,0.000000
0.020000,51.546351,39.151725,49.143463,10.376011,-78.591358,0.000000,0.000000
0.020000,51.722435,39.151725,49.319546,8.804184,-78.591358,0.000000,0.000000
0.020000,51.867082,39.151725,49.464193,7.232357,-78.591358,-0.000000,0.000000
0.020000,51.980293,39.151725,49.577404,5.660530,-78.591358,0.000000,0.000000
0.020000,52.062067,39.151725,49.659178,4.088703,-78.591358,-0.000000,0.000000
0.020000,52.112404,39.151725,49.709516,2.516875,-78.591358,0.000000,0.000000
0.020000,52.134439,39.151725,49.731550,1.101743,-70.756621,391.736825,0.000000
0.020000,52.139165,39.151725,49.736276,0.236262,-43.274045,1374.128798,0.000000
0.020000,52.139165,39.151725,49.736276,0.000000,-11.813103,1573.047121,0.000000
